,names,menu,loc,review_num,avg_score
10434,아마스빈보라매점,카페,"서울특별시 동작구 여의대방로 86-1, 지상1층 (신대방동)",0건,1.0
10444,로스팅카페(Roasting Cafe),카페,"서울특별시 동작구 상도로22길 32, 지상1층 (상도동)",0건,0.6
10449,컴포즈커피대림성모병원점,카페,"서울특별시 동작구 신대방길 116, 지상1층 (신대방동)",1건,1.0
10459,꼭지떡볶이,종합분식,"서울특별시 동작구 성대로2길 1, 지상1층 (상도동)",1건,1.0
10469,스타벅스커피숭실대입구역점,카페,"서울특별시 동작구 상도로 354, 지상1~3층 (상도동, 외 1필지)",1건,0.4
10479,인터파크PC방,PC방,"서울특별시 동작구 상도로 372, 지상3층 (상도동, 우리은행숭실대역지점)",0건,1.0
10485,이삭토스트 신대방삼거리역점,토스트,"서울특별시 동작구 국사봉1길 7, 지상1층 (대방동)",0건,0.6
10495,배스킨라빈스,아이스크림,"서울특별시 동작구 상도로 207, B209호 (상도동)",61건,0.5
10505,팀제이피씨방,PC방,"서울특별시 동작구 흑석로 79, 지하1층 (흑석동)",0건,1.0
10509,와플다방,"카페,디저트","서울특별시 동작구 상도로15길 104, 지상1층 (상도동)",5건,0.9
10519,세븐일레븐동작사당점,편의점,서울특별시 동작구 동작대로1길 45 (사당동),2건,1.0
10529,씨유신대방다오라점,편의점,서울특별시 동작구 보라매로7가길 1 (신대방동),0건,1.0
10539,랏츠코리아,"카페,디저트","서울특별시 동작구 동작대로29길 63-5, 1층 (사당동)",0건,0.8571428571428571
10546,비타민카페(노량진점),테이크아웃커피,"서울특별시 동작구 노량진로8길 18, 지상1층 (노량진동)",0건,0.9
10556,GS25상도장안점,편의점,서울특별시 동작구 상도로37길 48 (상도1동),0건,1.0
10566,효카페스터디룸,장소대여,"서울특별시 동작구 만양로18길 14, 지하1층 (노량진동)",0건,0.9
10576,롯데리아남성역점,햄버거,"서울특별시 동작구 사당로 200, 지상1층 (사당동)",2건,0.8
10586,세븐일레븐사당서광점,편의점,"서울특별시 동작구 동작대로27다길 29, 지상1층 (사당동)",0건,1.0
10596,신전떡볶이(숭실대점),분식,"서울특별시 동작구 상도로 372-3, 지상1층 (상도동)",0건,0.9
10606,빽다방신대방삼거리점,테이크아웃커피,"서울특별시 동작구 국사봉1길 28, 지상1층 (상도동)",1건,1.0
10616,쥬스식스이수역점,"과일,주스전문점","서울특별시 동작구 동작대로27길 8, 지상1층 (사당동)",0건,0.8
10626,비바쥬스,"카페,디저트","서울특별시 동작구 노량진로 110, 지상1층 (노량진동)",0건,0.8
10636,JJ PC방,PC방,"서울특별시 동작구 흑석로 112, 지하1층 (흑석동)",0건,1.0
10644,이삭토스트메가스터디타워점,토스트,"서울특별시 동작구 노량진로 140, 지상1층 109호 (노량진동)",1건,0.7
10654,제일스터디카페,"카페,디저트","서울특별시 동작구 노량진로14길 33, 지하1층 (노량진동)",30건,0.9230769230769231
10667,GS25사당수석점,편의점,"서울특별시 동작구 남부순환로259길 11, 지하1층 (사당동)",0건,1.0
10677,마담콩Cafe,"카페,디저트","서울특별시 동작구 서달로12가길 8, 지상1층 (흑석동)",0건,1.0
10683,포유피시방,PC방,"서울특별시 동작구 동작대로 141, 지하1층 (사당동)",0건,1.0
10693,컵속애,"도시락,컵밥","서울특별시 동작구 노량진로16길 28-1, 지상1층 (노량진동)",0건,0.8
10703,커피나무신상도점,카페,"서울특별시 동작구 양녕로 182, 지상1층 (상도동)",0건,0.9
10713,스타벅스중앙대점,카페,"서울특별시 동작구 흑석로 75-1, 지상1,2,3,4층 (흑석동)",2건,0.9
10733,GS수퍼마켓동작상도점,"슈퍼,마트","서울특별시 동작구 상도로 346-1, 상도엠코타운센트럴파크제상가2동 제1층 102호 (상도동)",0건,0.9
10759,이디야커피사당역점,카페,"서울특별시 동작구 동작대로7길 100, 지상1층 (사당동)",0건,1.0
10769,나리당,케이크전문,"서울특별시 동작구 사당로16가길 93, 지상1층 (사당동)",0건,0.8
10779,리에즈블룸,"꽃집,꽃배달","서울특별시 동작구 상도로 37, 지상1층 (대방동)",0건,0.9
10789,GS25상도스위트,편의점,서울특별시 동작구 상도로15길 13 (상도동),0건,1.0
10799,타요키즈카페보라매점,"키즈카페,실내놀이터","서울특별시 동작구 보라매로5가길 16, 603호 (신대방동)",0건,0.9
10809,St.535로스터리카페,"카페,디저트","서울특별시 동작구 상도로30길 40, 106호 (상도동, 상도2차두산위브트레지움@상가)",1건,1.0
10819,GS25노량아카데미점,편의점,"서울특별시 동작구 노량진로14가길 11, 지하1층 (노량진동)",0건,0.9
10829,베브릿지 중앙대점,카페,"서울특별시 동작구 흑석로9길 4, 1층 (흑석동)",0건,0.9
10839,GS25상도래미안점,편의점,"서울특별시 동작구 상도로37길 76, 1층 (상도동, 리치타운)",0건,1.0
10849,명랑쌀핫도그 이수점,핫도그,"서울특별시 동작구 동작대로27길 22, 1층 (사당동)",0건,0.9
10859,GS25 사당센시티점,편의점,"서울특별시 동작구 사당로 169, 1층 (사당동)",0건,1.0
10869,세븐일레븐 사당남사점,편의점,"서울특별시 동작구 동작대로13길 34, 1층 (사당동)",0건,1.0
10879,지에스(GS)25 사당남부점,편의점,"서울특별시 동작구 남부순환로 2055, 1층 (사당동)",0건,1.0
10889,하늘향기,"카페,디저트","서울특별시 동작구 상도로55길 9, 1층 (상도동, 상도중앙교회)",1건,0.9
10899,GS25신대방중앙점,편의점,"서울특별시 동작구 국사봉길 12, 1층 (신대방동)",0건,1.0
10909,샐러디보라매점,"다이어트,샐러드","서울특별시 동작구 보라매로5길 43, 1층 109호 (신대방동, 보라매삼성쉐르빌)",0건,0.7
10919,투썸플레이스 숭실대점,카페,"서울특별시 동작구 사당로 36-1, 1,2층 (상도동)",0건,0.9
10929,메가엠지씨커피 보라매점,카페,"서울특별시 동작구 여의대방로 30, 112동 B121호, B122호 (신대방동, 현대상가)",0건,1.0
10939,세븐일레븐 대방성남점,편의점,"서울특별시 동작구 대방동길 71, 1층 (대방동)",0건,1.0
10949,GS25동작이편한점,편의점,"서울특별시 동작구 국사봉2길 35, 1층 (신대방동)",0건,1.0
10959,세븐일레븐 상도파크자이점,편의점,"서울특별시 동작구 장승배기로11가길 11, 상가동 지하2층 103호 (상도동, 상도파크자이)",0건,0.9
10969,환희컵밥도시락,"도시락,컵밥","서울특별시 동작구 노량진로 252, 지하1층 101호 (본동)",0건,1.0
10976,블론드커피,"카페,디저트","서울특별시 동작구 노량진로 140, 1층 111호 (노량진동, 메가스터디타워)",2건,0.8
10986,피터패트,카페,"서울특별시 동작구 상도로 294, 1층 (상도1동)",0건,1.0
10996,GS25사당드림점,편의점,"서울특별시 동작구 동작대로7길 56, 1층 105호 (사당동)",0건,1.0
11006,GS25상도맨션점,편의점,"서울특별시 동작구 성대로 189, 1층 (상도동)",0건,1.0
11016,GS25상도행운점,편의점,"서울특별시 동작구 국사봉1길 81, 1층 (상도동)",0건,1.0
11026,더벤티노량진점,카페,"서울특별시 동작구 노량진로16길 31, 1층 (노량진동)",0건,0.7
11036,하늘을걷는고양이카페,고양이카페,"서울특별시 동작구 동작대로27길 15, 4층 (사당동)",1건,0.7
11046,GS25신대방문창,편의점,"서울특별시 동작구 여의대방로22나길 43, 1층 (신대방동)",0건,1.0
11056,씨유동작스위트점,편의점,"서울특별시 동작구 보라매로 76-1, 1층 (신대방동)",0건,1.0
11066,GS25사당문화점,편의점,"서울특별시 동작구 사당로 196, 1층 (사당동)",0건,1.0
11076,생각이나,"카페,디저트","서울특별시 동작구 보라매로19길 23, 1층 (신대방동)",158건,1.0
11086,GS25동작신라점,편의점,"서울특별시 동작구 시흥대로 602, 1층 (신대방동)",0건,1.0
11096,원투원휘트니스,헬스장,"서울특별시 동작구 장승배기로28길 20, 지하1층 (노량진동)",0건,1.0
11105,애플PC방,PC방,"서울특별시 동작구 양녕로 257, 3층 (상도1동)",2건,1.0
11107,GS25상도아람점,편의점,"서울특별시 동작구 국사봉1길 149, 1층 (상도동)",0건,0.9
11117,GS25대방쉐르빌점,편의점,"서울특별시 동작구 등용로 49, A동 B01호 (대방동)",0건,1.0
11127,GS25상도엠코점,편의점,"서울특별시 동작구 상도로 346-2, 401동 B404호 (상도동)",0건,1.0
11137,달리는커피 노량진점,카페,"서울특별시 동작구 성대로29길 69, 1층 (상도동)",0건,1.0
11147,헤븐리가든,"카페,디저트","서울특별시 동작구 상도로34길 11, 1층 (상도동)",0건,1.0
11157,GS25상도미래점,편의점,"서울특별시 동작구 상도로60가길 12, 1층 (상도동)",0건,1.0
11167,까페시모 상도점,"카페,디저트","서울특별시 동작구 상도로 123-1, 1층 (상도동)",0건,1.0
11177,GS25대방현대점,편의점,"서울특별시 동작구 등용로 127, 가동 1층 102호 (대방동, 대방동현대아파트)",0건,1.0
11187,잇츠리얼타임카페,독서실,"서울특별시 동작구 노량진로 140, 502호 (노량진동)",0건,0.8
11197,GS대방성남점,편의점,"서울특별시 동작구 대방동23길 18, 1층 (대방동)",0건,0.9
11207,롯데리아 보라매타운점,햄버거,"서울특별시 동작구 보라매로5길 35, 103호 (신대방동, 한국컴퓨터빌딩,보라매현대APT)",0건,0.9
11217,GS25상도초교편의점,편의점,"서울특별시 동작구 성대로29길 79, 지하1층 (상도동)",0건,1.0
11227,미니스톱 사당오거리점,편의점,"서울특별시 동작구 사당로20길 42, 1층 (사당동)",0건,1.0
11237,씨유사당서달산점,편의점,"서울특별시 동작구 사당로23길 215, 1층 (사당동)",0건,1.0
11247,김종구부산어묵,종합분식,"서울특별시 동작구 노량진로 157-1, 1층 (노량진동)",0건,0.5
11257,GS25노량진수산시장점,편의점,"서울특별시 동작구 노들로 674, 노량진수산물도매시장 2층 편의점호 (노량진동)",0건,1.0
11267,디저트39 신대방삼거리역점,카페,"서울특별시 동작구 상도로 69, 상원빌딩 1층 (대방동)",1건,1.0
11277,GS25사당교보,편의점,"서울특별시 동작구 동작대로13길 3, JH빌딩 1층 (사당동)",0건,1.0
11287,스파게티스토리,스파게티스토리,"서울특별시 동작구 노량진로 140, 메가스터디타워 지하1층 B106호 (노량진동)",1건,0.8
11297,몬스터PC방 1호점,PC방,"서울특별시 동작구 흑석로 105, 3층 (흑석동)",0건,0.9
11307,놀숲노량진점,만화방,"서울특별시 동작구 노량진로 176, 지하1층 (노량진동)",0건,0.8
11317,GS25노량진본점,편의점,"서울특별시 동작구 노량진로8길 40, 1층 (노량진동)",0건,1.0
11327,린도,"카페,디저트","서울특별시 동작구 사당로 251, 1층 (사당동)",6건,0.875
11335,씨유상도래미안점,편의점,"서울특별시 동작구 상도로53길 47, 1층 (상도1동)",0건,0.9
11345,세븐일레븐 남성중앙점,편의점,"서울특별시 동작구 남부순환로255다길 41, 1층 (사당동)",1건,0.9
11355,코코라움,"카페,디저트","서울특별시 동작구 사당로27길 58, 지하1층 (사당동)",0건,0.875
11363,제이스커피,카페,"서울특별시 동작구 사당로8길 9, 사당문화회관 1층 (사당동)",0건,0.9
11373,랭스터디카페 숭실대점,장소대여,"서울특별시 동작구 상도로 357, 2층 (상도동, 강남상가아파트)",0건,0.9
11383,팔공티,차,"서울특별시 동작구 노량진로 180, 1층 (노량진동)",2건,1.0
11393,스타벅스노량진역점,카페,"서울특별시 동작구 노량진로 134, 이도타워 지하1,지하2층 (노량진동)",0건,0.9
11403,씨유노량진고시촌점,편의점,"서울특별시 동작구 만양로14길 45, 1층 (노량진동)",0건,1.0
11413,한나식빵 신대방삼거리역점,베이커리,"서울특별시 동작구 보라매로 98, 1층 (신대방동)",0건,0.9
11423,커피반점,카페,"서울특별시 동작구 등용로14길 65, 1층 (노량진동)",20건,1.0
11436,이마트24사당역점,편의점,"서울특별시 동작구 남부순환로 2045, 1층 (사당동)",1건,1.0
11446,GS25사당까치점,편의점,"서울특별시 동작구 사당로16길 65, 동빌딩 (사당동)",0건,1.0
11456,프랑세즈,베이커리,"서울특별시 동작구 현충로 96, 3층 (흑석동)",4건,1.0
11466,아이센스리그PC방 대방점,PC방,"서울특별시 동작구 여의대방로24길 65, 3층 (대방동)",0건,1.0
11476,컴포즈커피 노량진점,카페,"서울특별시 동작구 노량진로16길 22, 1층 (노량진동)",0건,0.6
11486,샹떼PC방,PC방,"서울특별시 동작구 상도로37길 60, 한승빌딩 2층 (상도동)",0건,1.0
11492,하늘다리PC방,PC방,"서울특별시 동작구 사당로 4, 지하1층 (상도동)",3건,0.3
11502,디피스트,"카페,디저트","서울특별시 동작구 동작대로27길 31, 2층 (사당동)",2건,0.9
11512,세븐일레븐 상도한사랑점,편의점,"서울특별시 동작구 상도로41길 39, 대경리치빌 1층 (상도1동)",0건,0.6
11522,세븐일레븐 상도터널점,편의점,"서울특별시 동작구 상도로 265-30, 1층 (상도1동)",0건,1.0
11532,씨유 노들타운점,편의점,"서울특별시 동작구 노량진로26길 25, 1층 (본동)",0건,0.9
11542,티데이,"타월,수건","서울특별시 동작구 장승배기로19길 42, 1층 (노량진동)",3건,1.0
11543,피엔피(PNP) PC,PC방,"서울특별시 동작구 장승배기로 98, 지하1층 (노량진동)",0건,0.8
11553,GS25 동작정금마을,편의점,"서울특별시 동작구 동작대로 189, 1층 102호 (동작동)",0건,0.9
11563,씨유 사당주영점,편의점,서울특별시 동작구 동작대로29길 127 (사당동),0건,1.0
11573,세븐일레븐 동작대림점,편의점,"서울특별시 동작구 상도로 43-1, 1층 (대방동)",1건,1.0
11583,브레댄코 상도역점,베이커리,"서울특별시 동작구 상도로 지하 272, 상도역(중대입구역)7호선 739-201호 (상도1동)",0건,1.0
11593,큰집닭강정 사당점,"치킨,닭강정","서울특별시 동작구 사당로16길 7, 1층 109호 (사당동)",0건,0.7
11603,이마트24 사당사계시장점,편의점,"서울특별시 동작구 동작대로31길 30, 1층 101호 (사당동, 형제 팰리스)",0건,1.0
11613,CU신대방리안점,편의점,"서울특별시 동작구 상도로 59, 1층 103호 (대방동, 리안)",0건,0.9
11623,사당동빨간오뎅,종합분식,"서울특별시 동작구 동작대로29길 1, 1층 (사당동)",1건,1.0
11633,씨유 보라매타운점,편의점,"서울특별시 동작구 보라매로5가길 24, 업무동 1층 102호 (신대방동, 보라매나산스위트)",0건,1.0
11643,이디야 총신대점,카페,"서울특별시 동작구 사당로16가길 96, 1,2층 (사당동)",1건,1.0
11653,탕면,종합분식,"서울특별시 동작구 여의대방로26길 71, 1층 2호 (대방동)",3건,0.7
11663,씨유 동작산들점,편의점,"서울특별시 동작구 신대방길 19, 1층 (신대방동)",0건,1.0
11673,맘스터치 상도역점,"치킨,닭강정","서울특별시 동작구 상도로 283-2, 1층 (상도1동)",0건,0.8
11683,마그마힐링카페,심리상담,"서울특별시 동작구 양녕로29길 56, 1층 (상도동)",0건,0.5
11685,에그드랍 노량진점,샌드위치,"서울특별시 동작구 노량진로16길 31, 1층 제1호 (노량진동)",0건,0.8
11695,CU상도역점,편의점,"서울특별시 동작구 상도로 266, 1층 (상도1동)",2건,1.0
11705,스타벅스 보라매공원R점,카페,"서울특별시 동작구 보라매로5길 35, 101,102호 (신대방동, 파크스퀘어,보라매현대APT)",0건,0.7
11715,컵오브컴포트(A CUP OF COMFORT),"카페,디저트","서울특별시 동작구 상도로 283-2, 2층 (상도1동)",0건,1.0
11725,스마일찹쌀꽈배기,스마일찹쌀꽈배기,"서울특별시 동작구 만양로 83, 1층 (노량진동)",1건,1.0
11735,방구석여행,"카페,디저트","서울특별시 동작구 상도로34길 15, 1층 (상도동)",11건,1.0
11740,버거킹 신대방삼거리역점,햄버거,"서울특별시 동작구 상도로 83, 1층 (대방동)",0건,1.0
11750,큐브김밥,김밥,"서울특별시 동작구 여의대방로 30, 현대상가 112동 비112호 (신대방동)",7건,0.9
11760,씨유상도포도점,편의점,"서울특별시 동작구 양녕로25길 30, 1층 (상도동, 상도젠트리하임)",0건,1.0
11770,메가엠지씨커피 보라매타운점,카페,"서울특별시 동작구 보라매로5가길 16, 101-3호 (신대방동, 보라매아카데미타워)",0건,0.7
11780,바이엠(by-Am),카페,"서울특별시 동작구 상도로34길 1, 1층 (상도동)",0건,0.9
11790,카페쓰어,"카페,디저트","서울특별시 동작구 만양로14다길 19, 1층 (노량진동)",1건,1.0
11800,담따,"카페,디저트","서울특별시 동작구 장승배기로 107, 1층 3호 (노량진동)",0건,1.0
11810,CU노량진장미점,편의점,"서울특별시 동작구 만양로 105, 1층 (노량진동)",0건,0.9
11820,씨유 이수나누리점,편의점,"서울특별시 동작구 동작대로27길 18, 1층 (사당동)",0건,1.0
11830,GS25 대방서울점,편의점,"서울특별시 동작구 상도로 17-8, 새문빌딩 101,102호 (대방동)",0건,0.8
11840,CU총신대종합관점,편의점,"서울특별시 동작구 사당로 143, 대한예수교장로회총회신학원 1층 (사당동)",0건,1.0
11850,씨유 노량진우성점,편의점,"서울특별시 동작구 만양로8길 6, 1층 (노량진동)",0건,0.9
11860,지에스25 흑석캐슬,편의점,"서울특별시 동작구 서달로 123, 상가동 1층 102호 (흑석동)",1건,0.9
11870,밍구네다방,"카페,디저트","서울특별시 동작구 노량진로6길 2, 1층 (노량진동)",0건,0.8
11880,컨센터블스페이스,장소대여,"서울특별시 동작구 동작대로39길 22, 209동 2층 213~230호 (동작동, 이수힐스테이트)",0건,1.0
11890,카페힐,"카페,디저트","서울특별시 동작구 만양로2길 16, 1층 (상도동)",0건,1.0
11900,제제의달콤식탁,샌드위치,"서울특별시 동작구 보라매로5길 5, 상가동 1층 123,124호 (신대방동, 보라매우성아파트)",0건,1.0
11903,슈퍼커피 보라매타운점,카페,"서울특별시 동작구 보라매로5길 43, 상가동 1층 119호 (신대방동, 보라매삼성쉐르빌)",0건,0.9
11913,펠어커피,카페,"서울특별시 동작구 상도로41가길 12, 1층 (상도1동)",2건,0.8
11923,큰집닭강정,"치킨,닭강정","서울특별시 동작구 성대로 28, 1층 (상도동)",2건,0.7
11933,CU숭실대역점,편의점,"서울특별시 동작구 상도로 368-1, 1층 (상도동)",2건,1.0
11943,커피나무랩,카페,"서울특별시 동작구 상도로53길 65, 1층 (상도동)",0건,1.0
11953,매머드익스프레스 숭실대점,카페,서울특별시 동작구 사당로 24 (상도동),0건,1.0
11963,씨유 사당리가점,편의점,"서울특별시 동작구 사당로27길 130, 지층 204호 (사당동, 이수역리가아파트)",0건,0.5
11965,삼일샐러드,카페,"서울특별시 동작구 사당로27길 94-3, 1층 (사당동)",14건,1.0
11977,CU노량진청탑점,편의점,"서울특별시 동작구 노량진로 114, 1층 (노량진동)",0건,0.9
11987,백미당 서송타워점,카페,"서울특별시 동작구 동작대로 137, 1층 (사당동)",0건,1.0
11997,루시케이크,케이크전문,"서울특별시 동작구 동작대로33가길 9, 1층 (사당동)",5건,0.875
12005,브런치로뎀(Brunch로뎀),브런치,"서울특별시 동작구 현충로 96-1, 1층 (흑석동)",0건,0.8
12015,스타벅스 남성역점,카페,"서울특별시 동작구 사당로 219, 1,2층 (사당동)",4건,0.8
12025,쉐프윤꽈배기고로케,베이커리,"서울특별시 동작구 노량진로 110, 1층 113가호 (노량진동)",1건,0.8
12035,Otium Roastery(오티움 로스터리),"카페,디저트","서울특별시 동작구 양녕로 279, 1층 (상도1동)",0건,0.8
12045,마리웨일237마카롱 이수역점,"카페,디저트","서울특별시 동작구 동작대로27길 31, 103호 (사당동)",0건,0.7
12055,스타벅스 노량진동점,카페,"서울특별시 동작구 노량진로 190, 1층 101,102,103,104,105호 (노량진동, 고려교육타워-어바니엘한강)",0건,0.8
12065,씨유숭실대중앙점,편의점,"서울특별시 동작구 상도로63길 21, 1층 (상도동)",0건,1.0
12075,닥터방방,"키즈카페,실내놀이터","서울특별시 동작구 동작대로29길 69, 402-1호 (사당동)",7건,1.0
12083,브릿지엣지(Bridgedge),"카페,디저트","서울특별시 동작구 상도로53길 70, 상가동 311호 (상도동, 상도에스에이치빌)",0건,0.9
12093,씨유 성대시장점,편의점,"서울특별시 동작구 상도로 102, 성대시장 1층 (상도동)",0건,0.9
12103,카페인중독 상도점,와플,"서울특별시 동작구 성대로29길 61, 1층 3호 (상도동)",0건,0.9
12113,어묵생각,"오뎅,꼬치","서울특별시 동작구 남부순환로 지하 2089, 사당역(2호선) 지하층 (사당동)",70건,1.0
12123,커피온리 사당역사점,카페,"서울특별시 동작구 동작대로1길 10-14, 1, 2층 (사당동)",0건,0.9
12133,카페브르브르(BRBR),"카페,디저트","서울특별시 동작구 사당로29가길 6, 1층 (사당동)",1건,1.0
12143,신전떡볶이 노량진점,분식,"서울특별시 동작구 노량진로14가길 14, 2층 (노량진동)",0건,0.8
12153,씨유상도양녕로점,편의점,"서울특별시 동작구 양녕로20길 80, 1층 (상도동)",0건,1.0
12163,빨라쪼보라매병원점,아이스크림,"서울특별시 동작구 보라매로5길 20, 서울특별시보라매병원 1층 (신대방동)",0건,1.0
12168,에그드랍보라매점,샌드위치,"서울특별시 동작구 보라매로5가길 7, 108호층 (신대방동, 캐릭터 그린빌)",0건,0.7
12178,더치앤빈 보라매타운점,카페,"서울특별시 동작구 보라매로5가길 7, 108-2호 (신대방동, 캐릭터 그린빌)",1건,0.9
12188,더라운지,"카페,디저트","서울특별시 동작구 장승배기로 108, 청화병원 1층 (노량진동)",196건,0.9
12198,미지수,"카페,디저트","서울특별시 동작구 사당로2아길 2, 2층 (사당동)",59건,0.9
12208,즐거운 반찬,반찬가게,"서울특별시 동작구 동작대로11길 104, 1층 3호 (사당동)",42건,0.875
12216,라임플레쉬카페,"카페,디저트","서울특별시 동작구 서달로 132, 1층 (흑석동)",0건,0.8
12226,위치커피 신대방점,카페,"서울특별시 동작구 여의대방로26길 52, 대양빌딩 1층 (대방동)",0건,1.0
12236,분식라운지,종합분식,"서울특별시 동작구 여의대방로 80, 1층 (신대방동)",8건,1.0
12246,스타카롱,"카페,디저트","서울특별시 동작구 노량진로6길 22, 1층 (노량진동)",0건,1.0
12256,디저트 39 대방점,카페,"서울특별시 동작구 여의대방로36길 105, 1층 (대방동)",0건,0.9
12266,노량진시장튀김,종합분식,"서울특별시 동작구 노들로 674, 노량진수산물도매시장 2층 식자재11호 (노량진동)",5건,0.7
12276,쏘티커피,"카페,디저트","서울특별시 동작구 등용로 91, 1,2층 (대방동)",0건,0.9
12286,스타벅스 상도역점,카페,"서울특별시 동작구 상도로37길 1, 1,2,3,4층 (상도1동)",0건,0.9
12296,지에스(GS)25 상도모아점,편의점,"서울특별시 동작구 상도로41가길 15, 1층 (상도1동)",0건,1.0
12306,커피중독,"카페,디저트","서울특별시 동작구 동작대로7길 65, 1층 103호 (사당동)",3건,0.8
12316,더 플롯 커피,"카페,디저트","서울특별시 동작구 보라매로5길 43, 1층 111호 (신대방동, 보라매삼성쉐르빌)",0건,0.8
12326,피크닉,카페,"서울특별시 동작구 장승배기로28길 26, 정진고시원 1층 (노량진동)",303건,0.9
12336,공간 인 흑석,장소대여,"서울특별시 동작구 흑석로5길 94, 1층 (흑석동)",7건,1.0
12346,쓱 분식,종합분식,"서울특별시 동작구 여의대방로22길 4, 동일빌딩 1층 102호 (신대방동)",0건,0.6
12356,컴포즈커피 이수중앙점,카페,"서울특별시 동작구 사당로 283, 1층 (사당동)",1건,0.9
12366,뉴타입그루브,"카페,디저트","서울특별시 동작구 사당로17라길 8, 1층 (사당동)",0건,0.9
12376,씨유 신대방파크점,편의점,"서울특별시 동작구 여의대방로10길 59, 상가동 102호 (신대방동, 보라매파크빌아파트)",0건,0.9
12386,지에스(GS)25 대방중앙점,편의점,"서울특별시 동작구 여의대방로36길 4, 중앙빌딩 1층 (대방동)",0건,1.0
12396,샐러디 사당점,"다이어트,샐러드","서울특별시 동작구 동작대로 45, 1층 (사당동)",0건,0.8
12406,투썸플레이스 신대방삼거리점,카페,"서울특별시 동작구 국사봉1길 32, 성대빌딩 1층 (상도동)",1건,1.0
12416,신세계플라워카페,"카페,디저트","서울특별시 동작구 현충로 210, 국립서울현충원 만남의집1층 (동작동)",5건,0.6
12426,유유커피,카페,"서울특별시 동작구 상도로 246, 더라함 1층 (상도동)",6건,0.9
12436,칸딘스키 카페,"카페,디저트","서울특별시 동작구 남부순환로269길 164-1, 건수빌딩 1층 (사당동)",0건,0.8888888888888888
12445,도연네,카페,"서울특별시 동작구 노들로 674, 노량진수산물도매시장 1층 매점6호 (노량진동)",18건,1.0
12455,세븐일레븐상도한마을점,편의점,"서울특별시 동작구 상도로47길 30, 1층 (상도1동)",0건,1.0
12465,씨유 사당대림점,편의점,"서울특별시 동작구 사당로17길 75, 1층 (사당동)",0건,1.0
12475,투앤나인,"카페,디저트","서울특별시 동작구 매봉로 1, 김영삼대통령기념도서관 2층, 옥탑1층 (상도1동)",1건,1.0
12485,쉬즈베이글 사당점,"카페,디저트","서울특별시 동작구 사당로13길 31, 제상가동 제지1층 제3-1호 (사당동, 두산위브 트레지움)",0건,0.7
12495,동작역 호두붐,호두과자,"서울특별시 동작구 현충로 257, 4호선 동작역 Dongjak s.t 431-004호 (동작동)",0건,0.8
12505,씨유 상도엠코점,편의점,"서울특별시 동작구 상도로 346-1, 제상가1동 1층 111호 (상도동, 힐스테이트 상도 센트럴파크)",0건,1.0
12515,에이비씨 커피(ABC coffee),"카페,디저트","서울특별시 동작구 보라매로3길 29, 상가동 1층 31호 (신대방동, 해태보라매타워)",0건,0.9
12525,컴포즈커피 이수총신대점,카페,"서울특별시 동작구 동작대로27길 16-7, 1층 (사당동)",1건,0.8
12535,이디야상도중앙점,카페,"서울특별시 동작구 만양로 17, 1층 101, 102호 (상도동)",0건,1.0
12545,프레시랩,샌드위치,"서울특별시 동작구 국사봉2길 19, 102호 (신대방동)",3건,0.6
12555,빽다방 상도e편한점,테이크아웃커피,"서울특별시 동작구 만양로 6, 1층 106호 (상도동, e편한세상 상도 노빌리티)",2건,0.8
12565,카페온니,"카페,디저트","서울특별시 동작구 노량진로8길 55, 1층 102,103호 (노량진동, 더 클래식 동작)",13건,1.0
12575,씨유 신대방해피점,편의점,"서울특별시 동작구 신대방1나길 26, 1층 (신대방동)",0건,0.9
12585,홍루이젠 대방점,샌드위치,"서울특별시 동작구 대방동23길 44, 1층 (대방동)",0건,1.0
12595,경성여우,종합분식,"서울특별시 동작구 보라매로5가길 16, 6층 603호 (신대방동, 보라매아카데미타워)",1건,1.0
12596,자휴정,"카페,디저트","서울특별시 동작구 상도로47가길 28, 지층 (상도1동)",0건,1.0
12606,지에스25숭실상현(GS25숭실상현),편의점,"서울특별시 동작구 상도로56길 5, 1층 (상도동)",0건,0.8
12616,세븐일레븐 숭실대중앙점,편의점,"서울특별시 동작구 사당로 18, 1층 (상도동)",0건,1.0
12626,세븐일레븐 노량진사랑점,편의점,"서울특별시 동작구 만양로 53-1, 1층 (노량진동)",4건,0.9
12636,에이바우트커피 이수점,카페,"서울특별시 동작구 동작대로27가길 12, 1층 (사당동)",0건,1.0
12646,매머드익스프레스 중앙대후문점,카페,"서울특별시 동작구 흑석로 25, 지하1층 (상도동)",0건,1.0
12656,카페 빈,"카페,디저트","서울특별시 동작구 강남초등길 10, 1층 (상도1동)",0건,1.0
12666,초이스풀,"다이어트,샐러드","서울특별시 동작구 사당로 157-2, 1층 (사당동)",1건,0.8
12676,롤앤쿠키,베이커리,"서울특별시 동작구 상도로15길 11, 1층 (상도동)",0건,1.0
12681,씨유 노량진드림스퀘어점,편의점,"서울특별시 동작구 노들로2길 7, 노량진 드림스퀘어 복합빌딩 1층 B102,B103호 (노량진동)",0건,0.9
12691,CU상도더샵점,편의점,"서울특별시 동작구 장승배기로 41, 1층 101호,102(일부)호 (상도동)",0건,1.0
12701,스윗드오,"카페,디저트","서울특별시 동작구 노량진로 10, 여성가족복합시설 스페이스살림 먹거리매장B2층 5호 (대방동)",0건,1.0
